"","Adaptable","BestValue","CuttingEdge","Delightful","Exciting","Friendly","Generous","Helpful","Intuitive","Brand"
"2941",6,5,1,5,2,5,3,4,4,"Sierra"
"2942",4,4,3,4,4,5,4,4,3,"Sierra"
"2943",6,5,5,3,4,5,4,3,3,"Romeo"
"2944",3,1,4,4,5,5,4,4,5,"Papa"
"2945",3,3,5,4,3,4,5,2,3,"Sierra"
"2946",6,5,4,5,4,5,5,5,5,"Tango"
"2947",3,5,6,4,3,3,4,3,4,"Sierra"
"2948",4,2,4,4,4,5,2,3,4,"Romeo"
"2949",3,3,5,5,4,5,5,3,4,"Romeo"
"2950",4,4,3,4,4,5,4,5,3,"Sierra"
"2951",5,3,5,4,5,5,5,4,5,"Tango"
"2952",5,5,5,3,3,5,4,3,3,"Romeo"
"2953",6,4,5,4,4,5,5,5,4,"Romeo"
"2954",6,5,5,6,5,3,5,4,4,"Sierra"
"2955",3,4,5,4,6,4,4,1,3,"Sierra"
"2956",3,2,4,4,5,5,4,4,2,"Sierra"
"2957",5,4,3,3,2,4,4,4,4,"Sierra"
"2958",5,3,4,3,3,4,3,6,4,"Papa"
"2959",5,6,6,4,4,3,5,2,3,"Sierra"
"2960",4,5,3,4,3,2,4,4,4,"Tango"
"2961",3,5,5,5,5,6,5,3,4,"Sierra"
"2962",4,2,3,4,5,4,3,4,4,"Sierra"
"2963",5,3,5,5,5,3,5,4,2,"Tango"
"2964",5,3,2,2,2,4,3,4,3,"Romeo"
"2965",4,2,3,3,5,5,3,4,4,"Sierra"
"2966",4,3,6,5,5,3,4,5,5,"Sierra"
"2967",3,3,5,4,5,4,3,6,4,"Sierra"
"2968",3,3,3,4,4,4,4,5,4,"Romeo"
"2969",3,3,5,5,4,3,4,4,5,"Sierra"
"2970",4,5,5,4,4,5,4,4,3,"Romeo"
"2971",5,5,4,5,2,4,4,4,4,"Sierra"
"2972",4,3,6,4,5,5,6,2,3,"Romeo"
"2973",6,4,6,5,5,4,2,5,4,"Tango"
"2974",3,2,5,5,4,5,5,5,5,"Sierra"
"2975",5,5,4,3,3,3,4,4,3,"Romeo"
"2976",3,4,5,4,5,3,4,2,3,"Sierra"
"2977",5,4,3,3,4,4,3,5,5,"Papa"
"2978",5,4,5,5,5,4,4,4,6,"Tango"
"2979",4,5,4,4,2,3,3,3,2,"Sierra"
"2980",5,4,2,5,2,4,4,4,4,"Romeo"
"2981",6,4,4,3,4,4,2,4,4,"Sierra"
"2982",6,5,3,3,3,6,4,5,5,"Papa"
"2983",4,3,4,5,6,4,5,4,3,"Romeo"
"2984",4,3,6,4,4,6,5,3,6,"Romeo"
"2985",5,3,5,4,5,5,4,4,3,"Sierra"
"2986",4,3,3,3,4,3,5,4,4,"Romeo"
"2987",4,4,4,4,3,5,3,3,3,"Sierra"
"2988",4,4,6,4,6,4,4,4,3,"Sierra"
"2989",5,5,4,6,5,3,4,4,5,"Romeo"
"2990",5,4,6,4,4,4,6,4,3,"Tango"
"2991",4,5,4,4,5,4,5,3,3,"Sierra"
"2992",4,2,3,3,4,4,4,3,3,"Sierra"
"2993",4,4,1,3,4,3,2,2,3,"Tango"
"2994",5,4,3,3,3,5,5,3,3,"Romeo"
"2995",4,4,5,4,5,4,4,2,3,"Tango"
"2996",4,4,4,3,5,4,3,3,5,"Sierra"
"2997",5,5,5,4,7,5,3,4,5,"Romeo"
"2998",5,5,5,4,4,5,4,5,5,"Romeo"
"2999",4,4,4,3,4,5,4,3,3,"Romeo"
"3000",5,5,6,6,5,3,5,5,4,"Tango"
"3001",5,3,4,3,2,6,3,5,6,"Romeo"
"3002",6,5,5,4,4,5,3,5,5,"Sierra"
"3003",5,4,4,2,5,5,4,4,6,"Romeo"
"3004",5,4,3,5,5,4,3,4,3,"Sierra"
"3005",3,3,5,4,4,4,5,3,2,"Romeo"
"3006",6,5,4,4,4,5,4,5,5,"Sierra"
"3007",5,6,6,3,3,4,4,3,4,"Tango"
"3008",5,4,5,5,3,4,4,4,5,"Sierra"
"3009",4,4,4,3,4,1,3,3,3,"Sierra"
"3010",3,3,4,4,5,5,3,3,3,"Romeo"
"3011",3,2,3,5,4,3,4,5,4,"Sierra"
"3012",4,2,3,3,2,4,5,3,3,"Romeo"
"3013",3,3,5,4,4,4,4,2,4,"Romeo"
"3014",5,3,5,4,5,4,5,3,4,"Sierra"
"3015",4,6,5,5,4,3,4,4,4,"Tango"
"3016",4,4,7,4,5,4,3,4,4,"Romeo"
"3017",5,2,3,4,5,5,4,5,4,"Romeo"
"3018",6,5,4,6,6,4,5,4,4,"Sierra"
"3019",4,2,5,6,4,5,4,5,5,"Sierra"
"3020",3,3,4,5,5,5,3,3,4,"Sierra"
"3021",5,3,4,3,5,4,3,4,3,"Sierra"
"3022",4,3,4,5,4,4,3,4,3,"Papa"
"3023",3,3,4,4,3,3,4,3,3,"Sierra"
"3024",3,4,4,5,4,5,3,5,4,"Sierra"
"3025",3,2,3,2,3,4,4,5,4,"Papa"
"3026",3,3,4,3,4,4,4,5,4,"Sierra"
"3027",5,4,4,5,5,4,3,4,4,"Sierra"
"3028",3,4,2,3,4,6,4,3,4,"Papa"
"3029",5,3,4,4,3,3,4,3,4,"Romeo"
"3030",3,3,3,3,4,3,4,3,4,"Sierra"
"3031",4,3,4,4,2,4,3,4,5,"Romeo"
"3032",4,5,3,4,4,4,3,6,4,"Romeo"
"3033",5,5,5,5,5,3,4,3,4,"Sierra"
"3034",4,4,2,3,3,4,4,4,4,"Romeo"
"3035",4,6,3,3,3,3,3,2,2,"Tango"
"3036",4,4,6,5,5,5,3,4,4,"Sierra"
"3037",3,5,3,4,3,5,4,6,4,"Romeo"
"3038",4,5,4,4,4,4,3,3,3,"Sierra"
"3039",5,2,4,3,3,4,4,4,4,"Romeo"
"3040",4,3,5,5,5,5,5,5,4,"Sierra"
"3041",5,4,3,3,3,4,4,3,3,"Sierra"
"3042",4,2,4,4,4,3,5,4,4,"Tango"
"3043",3,5,4,4,4,3,3,4,3,"Romeo"
"3044",5,4,6,5,5,4,5,4,4,"Tango"
"3045",3,3,5,4,4,3,4,3,4,"Romeo"
"3046",5,3,5,3,3,4,5,4,3,"Papa"
"3047",4,4,4,5,4,5,2,6,6,"Papa"
"3048",4,3,5,4,5,3,5,3,4,"Sierra"
"3049",4,4,5,4,4,5,5,4,4,"Romeo"
"3050",4,5,6,5,4,4,4,4,3,"Sierra"
